system2rank,segmentId,system1Id,system2Number,system1Number,trglang,system1rank,srcIndex,judgeID,srclang,system2Id,documentId
3,047_1,ht,-1,-1,-1,1,047_1,zhen_prof1,-1,gg,-1
2,047_1,ht,-1,-1,-1,1,047_1,zhen_prof1,-1,c6,-1
2,047_1,gg,-1,-1,-1,3,047_1,zhen_prof1,-1,c6,-1
3,047_1,ht,-1,-1,-1,2,047_1,zhen_prof2,-1,gg,-1
1,047_1,ht,-1,-1,-1,2,047_1,zhen_prof2,-1,c6,-1
1,047_1,gg,-1,-1,-1,3,047_1,zhen_prof2,-1,c6,-1
3,047_1,ht,-1,-1,-1,1,047_1,zhen_nonprof1,-1,gg,-1
2,047_1,ht,-1,-1,-1,1,047_1,zhen_nonprof1,-1,c6,-1
2,047_1,gg,-1,-1,-1,3,047_1,zhen_nonprof1,-1,c6,-1
2,047_1,ht,-1,-1,-1,1,047_1,zhen_nonprof2,-1,gg,-1
1,047_1,ht,-1,-1,-1,1,047_1,zhen_nonprof2,-1,c6,-1
1,047_1,gg,-1,-1,-1,2,047_1,zhen_nonprof2,-1,c6,-1
3,047_2,ht,-1,-1,-1,1,047_2,zhen_prof1,-1,gg,-1
2,047_2,ht,-1,-1,-1,1,047_2,zhen_prof1,-1,c6,-1
2,047_2,gg,-1,-1,-1,3,047_2,zhen_prof1,-1,c6,-1
3,047_2,ht,-1,-1,-1,1,047_2,zhen_prof2,-1,gg,-1
2,047_2,ht,-1,-1,-1,1,047_2,zhen_prof2,-1,c6,-1
2,047_2,gg,-1,-1,-1,3,047_2,zhen_prof2,-1,c6,-1
2,047_2,ht,-1,-1,-1,1,047_2,zhen_nonprof1,-1,gg,-1
2,047_2,ht,-1,-1,-1,1,047_2,zhen_nonprof1,-1,c6,-1
2,047_2,gg,-1,-1,-1,2,047_2,zhen_nonprof1,-1,c6,-1
1,047_2,ht,-1,-1,-1,1,047_2,zhen_nonprof2,-1,gg,-1
1,047_2,ht,-1,-1,-1,1,047_2,zhen_nonprof2,-1,c6,-1
1,047_2,gg,-1,-1,-1,1,047_2,zhen_nonprof2,-1,c6,-1
2,047_3,ht,-1,-1,-1,1,047_3,zhen_prof1,-1,gg,-1
2,047_3,ht,-1,-1,-1,1,047_3,zhen_prof1,-1,c6,-1
2,047_3,gg,-1,-1,-1,2,047_3,zhen_prof1,-1,c6,-1
2,047_3,ht,-1,-1,-1,3,047_3,zhen_prof2,-1,gg,-1
1,047_3,ht,-1,-1,-1,3,047_3,zhen_prof2,-1,c6,-1
1,047_3,gg,-1,-1,-1,2,047_3,zhen_prof2,-1,c6,-1
2,047_3,ht,-1,-1,-1,1,047_3,zhen_nonprof1,-1,gg,-1
2,047_3,ht,-1,-1,-1,1,047_3,zhen_nonprof1,-1,c6,-1
2,047_3,gg,-1,-1,-1,2,047_3,zhen_nonprof1,-1,c6,-1
2,047_3,ht,-1,-1,-1,1,047_3,zhen_nonprof2,-1,gg,-1
2,047_3,ht,-1,-1,-1,1,047_3,zhen_nonprof2,-1,c6,-1
2,047_3,gg,-1,-1,-1,2,047_3,zhen_nonprof2,-1,c6,-1
